system:index,AREA_TOTAL,DESC_TALHA,FAZENDA,NOME_FAZ,TALHAO,date,.geo
20260305T133831_20260305T134008_T22KBE_24,199.45,C2,3,SAN JORGE,22,2026-03-05,"{""type"":""Polygon"",""coordinates"":[[[-53.157499,-18.723985000000003],[-53.157874,-18.724051],[-53.17065800000001,-18.726662],[-53.170749,-18.726723],[-53.170792000000006,-18.726926],[-53.17095299999999,-18.728261999999997],[-53.171001,-18.728536999999996],[-53.171124,-18.729502],[-53.15858800000001,-18.729502000000004],[-53.158416,-18.728576999999998],[-53.158319999999996,-18.728176],[-53.15818000000001,-18.727409],[-53.158100000000005,-18.727074],[-53.157499,-18.723985000000003]]]}"
20260305T133831_20260305T134008_T22KBE_25,175.12,B2,3,SAN JORGE,12,2026-03-05,"{""type"":""Polygon"",""coordinates"":[[[-53.15855,-18.729502000000004],[-53.15185499999999,-18.729502000000004],[-53.151855,-18.722608],[-53.152885000000005,-18.722841999999996],[-53.157091,-18.723878],[-53.15743400000001,-18.723949],[-53.157483,-18.724132],[-53.15855,-18.729502000000004]]]}"
20260305T133831_20260305T134008_T22KBE_26,85.27,E2,3,SAN JORGE,32,2026-03-05,"{""type"":""Polygon"",""coordinates"":[[[-53.165057,-18.689764],[-53.165336,-18.689971999999997],[-53.16576,-18.690252],[-53.16824900000001,-18.691852],[-53.168957,-18.692289],[-53.16921500000001,-18.692472000000002],[-53.170969,-18.693579999999997],[-53.171639,-18.694012],[-53.171672,-18.694053],[-53.171666,-18.694098],[-53.171548,-18.694322],[-53.17143,-18.694607],[-53.17070100000001,-18.696446],[-53.168335000000006,-18.702472000000004],[-53.168308,-18.702527999999997],[-53.16828699999999,-18.702538000000004],[-53.161367,-18.698199],[-53.161280999999995,-18.698108],[-53.161291,-18.698035999999995],[-53.161592,-18.697361000000004],[-53.164521,-18.690933],[-53.164896,-18.690144999999998],[-53.165057,-18.689764]]]}"
20260305T133831_20260305T134008_T22KBE_27,89.58,E3,3,SAN JORGE,33,2026-03-05,"{""type"":""Polygon"",""coordinates"":[[[-53.171688,-18.694109],[-53.17172000000001,-18.694093],[-53.17179,-18.694103999999996],[-53.172031,-18.694281000000004],[-53.172728,-18.694713000000004],[-53.173828,-18.695435],[-53.173828,-18.706004],[-53.17187,-18.704784],[-53.16937,-18.703199],[-53.16841,-18.702615],[-53.168373,-18.702589],[-53.168351,-18.702527999999997],[-53.168448,-18.702244000000004],[-53.17128499999999,-18.695088999999996],[-53.171436,-18.694673],[-53.171688,-18.694109]]]}"
20260305T133831_20260305T134008_T22KBE_28,135.76,A4,3,SAN JORGE,4,2026-03-05,"{""type"":""Polygon"",""coordinates"":[[[-53.161254,-18.698214],[-53.161324,-18.698219],[-53.161576000000004,-18.698367],[-53.173828,-18.706044],[-53.173828,-18.708692],[-53.164875,-18.708691999999996],[-53.163614,-18.70797],[-53.161544,-18.706685],[-53.15977899999999,-18.705633],[-53.158100000000005,-18.704667],[-53.15805100000001,-18.704622000000004],[-53.15805100000001,-18.704545],[-53.158218,-18.704200000000004],[-53.158765,-18.703128],[-53.15922100000001,-18.702284],[-53.159822,-18.701121],[-53.160685,-18.699363],[-53.161206,-18.69826],[-53.161254,-18.698214]]]}"
20260305T133831_20260305T134008_T22KBE_29,116.55,E1,3,SAN JORGE,31,2026-03-05,"{""type"":""Polygon"",""coordinates"":[[[-53.15185499999999,-18.690515999999995],[-53.153068,-18.687879000000002],[-53.161265,-18.687878999999995],[-53.162279,-18.688311],[-53.163148,-18.688626],[-53.163663,-18.688844],[-53.164237,-18.689114],[-53.164462,-18.689266],[-53.16490700000001,-18.689622000000004],[-53.164998,-18.689713],[-53.165009,-18.689774],[-53.16487,-18.690155],[-53.162761,-18.694729],[-53.161254,-18.698061999999997],[-53.161232,-18.698077],[-53.161088,-18.698011],[-53.158894,-18.696659],[-53.151855,-18.692396],[-53.15185499999999,-18.690515999999995]]]}"
20260305T133831_20260305T134008_T22KBE_30,98.16,A3,3,SAN JORGE,3,2026-03-05,"{""type"":""Polygon"",""coordinates"":[[[-53.15185499999999,-18.700852],[-53.151855,-18.692422],[-53.159510000000004,-18.697071],[-53.160959,-18.697965],[-53.161184,-18.698082],[-53.161206,-18.698118],[-53.16120000000001,-18.698169],[-53.160723,-18.6992],[-53.16003599999999,-18.700618],[-53.159451000000004,-18.701766],[-53.15865800000001,-18.70325],[-53.158035,-18.704505000000005],[-53.157987,-18.704556],[-53.157907,-18.704545000000003],[-53.157633,-18.704383],[-53.15185499999999,-18.700852]]]}"
20260305T133831_20260305T134008_T22KBE_31,121.19,A1,3,SAN JORGE,1,2026-03-05,"{""type"":""Polygon"",""coordinates"":[[[-53.157982,-18.704712999999998],[-53.158041,-18.704698],[-53.15811,-18.704717999999996],[-53.15967700000001,-18.705613000000003],[-53.161882,-18.706934000000004],[-53.16244999999999,-18.707284],[-53.163008,-18.707655],[-53.164805,-18.708692],[-53.15609299999999,-18.708691999999996],[-53.15768099999999,-18.705303],[-53.157944,-18.704759],[-53.157982,-18.704712999999998]]]}"
20260305T133831_20260305T134008_T22KBE_32,90.49,A2,3,SAN JORGE,2,2026-03-05,"{""type"":""Polygon"",""coordinates"":[[[-53.156034,-18.708692000000003],[-53.15185499999999,-18.708692],[-53.151855,-18.700922999999996],[-53.15445700000001,-18.702533],[-53.15487,-18.702767000000005],[-53.157719,-18.704478999999996],[-53.157917,-18.704622000000004],[-53.157933,-18.704662],[-53.15792299999999,-18.704708],[-53.157719,-18.705084],[-53.15751999999999,-18.705551999999997],[-53.156034,-18.708692000000003]]]}"
20260305T133831_20260305T134008_T22KBE_33,116.55,E1,3,SAN JORGE,31,2026-03-05,"{""type"":""Polygon"",""coordinates"":[[[-53.154404,-18.685048000000002],[-53.154489,-18.685053],[-53.154913,-18.685251],[-53.15573400000001,-18.685561],[-53.15626,-18.68581],[-53.156823,-18.686019000000005],[-53.157976,-18.686512],[-53.158352,-18.686648999999996],[-53.159473,-18.687127],[-53.15975699999999,-18.687228],[-53.161265,-18.687878999999995],[-53.153068,-18.687879000000002],[-53.15416199999999,-18.685485],[-53.154360999999994,-18.685084],[-53.154404,-18.685048000000002]]]}"
20260305T133831_20260305T134008_T22KBE_34,175.12,B2,3,SAN JORGE,12,2026-03-05,"{""type"":""Polygon"",""coordinates"":[[[-53.149425,-18.729502000000004],[-53.15185499999999,-18.729502000000004],[-53.151855,-18.739358000000003],[-53.151625,-18.739353000000005],[-53.151571000000004,-18.739317],[-53.15154999999999,-18.739266],[-53.149425,-18.729502000000004]]]}"
20260305T133831_20260305T134008_T22KBE_35,168.27,B3,3,SAN JORGE,13,2026-03-05,"{""type"":""Polygon"",""coordinates"":[[[-53.151587000000006,-18.739388],[-53.151641000000005,-18.739373],[-53.151855,-18.739378000000002],[-53.15185499999999,-18.740846000000005],[-53.151555,-18.739464000000005],[-53.151555,-18.739429],[-53.151587000000006,-18.739388]]]}"
20260305T133831_20260305T134008_T22KBE_36,90.49,A2,3,SAN JORGE,2,2026-03-05,"{""type"":""Polygon"",""coordinates"":[[[-53.151855,-18.708808],[-53.15166200000001,-18.708691999999996],[-53.15185499999999,-18.708692],[-53.151855,-18.708808]]]}"
20260305T133831_20260305T134008_T22KBE_37,164.91,B1,3,SAN JORGE,11,2026-03-05,"{""type"":""Polygon"",""coordinates"":[[[-53.14510700000001,-18.709498999999997],[-53.145091,-18.708692],[-53.15155000000001,-18.708692],[-53.15185499999999,-18.708869000000004],[-53.15185499999999,-18.722582],[-53.14809,-18.721770000000003],[-53.1478,-18.721749],[-53.147768,-18.721739],[-53.14773,-18.721683000000002],[-53.145332,-18.710612000000005],[-53.145289,-18.710465000000003],[-53.145134,-18.709713],[-53.14510700000001,-18.709498999999997]]]}"
20260305T133831_20260305T134008_T22KBE_38,175.12,B2,3,SAN JORGE,12,2026-03-05,"{""type"":""Polygon"",""coordinates"":[[[-53.147993,-18.721774999999997],[-53.148251,-18.721824999999995],[-53.151855,-18.722608],[-53.15185499999999,-18.729502000000004],[-53.149425,-18.729502000000004],[-53.148288,-18.724295],[-53.14776799999999,-18.721836],[-53.14776799999999,-18.7218],[-53.147784,-18.721785],[-53.147993,-18.721774999999997]]]}"
20260305T133831_20260305T134008_T22KBE_39,116.55,E1,3,SAN JORGE,31,2026-03-05,"{""type"":""Polygon"",""coordinates"":[[[-53.15185499999999,-18.690515999999995],[-53.151855,-18.692396],[-53.15124900000001,-18.69204],[-53.151222000000004,-18.691989999999997],[-53.151222000000004,-18.691929000000002],[-53.15185499999999,-18.690515999999995]]]}"
20260305T133831_20260305T134008_T22KBE_40,98.16,A3,3,SAN JORGE,3,2026-03-05,"{""type"":""Polygon"",""coordinates"":[[[-53.151163,-18.692046],[-53.151217,-18.692051],[-53.151855,-18.692422],[-53.15185499999999,-18.700852],[-53.148653,-18.698905],[-53.148202,-18.698656],[-53.14816999999999,-18.698616],[-53.148202,-18.698498999999998],[-53.148861999999994,-18.697046000000004],[-53.151163,-18.692046]]]}"
20260305T133831_20260305T134008_T22KBE_41,90.49,A2,3,SAN JORGE,2,2026-03-05,"{""type"":""Polygon"",""coordinates"":[[[-53.148116,-18.698697000000003],[-53.148192,-18.698686999999996],[-53.148261000000005,-18.698722],[-53.15016,-18.699871],[-53.151855,-18.700922999999996],[-53.15185499999999,-18.708692],[-53.15166200000001,-18.708691999999996],[-53.150005,-18.707716],[-53.14789699999999,-18.706441000000005],[-53.145874,-18.705272],[-53.145311,-18.704972],[-53.145273,-18.704932],[-53.14527900000001,-18.704880999999997],[-53.145354,-18.704698],[-53.148116,-18.698697000000003]]]}"
20260305T133831_20260305T134008_T22KBE_42,164.91,B1,3,SAN JORGE,11,2026-03-05,"{""type"":""Polygon"",""coordinates"":[[[-53.145241000000006,-18.705027999999995],[-53.1453,-18.705017999999995],[-53.145338,-18.705033],[-53.147591000000006,-18.706344000000005],[-53.15155000000001,-18.708692],[-53.145091,-18.708692],[-53.145037,-18.706075],[-53.14520400000001,-18.705074],[-53.145241000000006,-18.705027999999995]]]}"
20260315T133841_20260315T134725_T21KZV_0,76.82,D1,3,SAN JORGE,41,2026-03-15,"{""type"":""MultiPolygon"",""coordinates"":[[[[-53.173882,-18.738900000000005],[-53.173828,-18.738931],[-53.173828,-18.738127999999996],[-53.17390900000001,-18.738824],[-53.173882,-18.738900000000005]]],[[[-53.173828,-18.730853],[-53.173828,-18.729502000000004],[-53.176977,-18.729502000000004],[-53.177025,-18.729974000000002],[-53.177015,-18.730137000000003],[-53.176966,-18.730253999999995],[-53.176859,-18.730396],[-53.176795,-18.730452],[-53.17670900000001,-18.730488],[-53.176531999999995,-18.730518],[-53.176328,-18.730579],[-53.175212,-18.730985],[-53.175105,-18.731011],[-53.174568,-18.731031000000005],[-53.174263,-18.731005999999997],[-53.173828,-18.730853]]]]}"
20260315T133841_20260315T134725_T21KZV_1,103.15,F1,3,SAN JORGE,51,2026-03-15,"{""type"":""Polygon"",""coordinates"":[[[-53.178129999999996,-18.708691999999996],[-53.185641,-18.708692],[-53.184616000000005,-18.710485],[-53.183811000000006,-18.711948],[-53.183752,-18.712004],[-53.183715,-18.712004000000004],[-53.183339,-18.711796],[-53.18183199999999,-18.710887],[-53.178129999999996,-18.708691999999996]]]}"
20260315T133841_20260315T134725_T21KZV_2,146.87,C3,3,SAN JORGE,23,2026-03-15,"{""type"":""Polygon"",""coordinates"":[[[-53.173828,-18.710612000000005],[-53.174896,-18.708691999999996],[-53.178077,-18.708691999999996],[-53.18361300000001,-18.711989],[-53.183661,-18.712024999999997],[-53.183693,-18.712076],[-53.18368799999999,-18.712131],[-53.18365,-18.712203],[-53.18352200000001,-18.712401],[-53.18321,-18.712949],[-53.18291,-18.713544],[-53.182738,-18.713803],[-53.18119900000001,-18.716572000000003],[-53.180861,-18.717156],[-53.180732,-18.717329],[-53.180587,-18.717634],[-53.179954,-18.718731],[-53.179632,-18.719361000000003],[-53.179444999999994,-18.719620000000003],[-53.179396,-18.719778000000005],[-53.17849,-18.721388],[-53.17840400000001,-18.721516],[-53.178334,-18.721582],[-53.178297,-18.721693],[-53.178205,-18.721876],[-53.177744,-18.722694],[-53.17716999999999,-18.723771],[-53.17713800000001,-18.72379700000001],[-53.177079,-18.723802],[-53.176762,-18.723644],[-53.173828,-18.721886],[-53.173828,-18.710612000000005]]]}"
20260315T133841_20260315T134725_T21KZV_3,135.76,A4,3,SAN JORGE,4,2026-03-15,"{""type"":""Polygon"",""coordinates"":[[[-53.174837,-18.708692],[-53.173828,-18.710506],[-53.173828,-18.708692],[-53.174837,-18.708692]]]}"
20260315T133841_20260315T134725_T21KZV_4,76.82,D1,3,SAN JORGE,41,2026-03-15,"{""type"":""Polygon"",""coordinates"":[[[-53.176939,-18.729375],[-53.176977,-18.729502000000004],[-53.173828,-18.729502000000004],[-53.173828,-18.721932],[-53.1768,-18.72372],[-53.177068,-18.723858],[-53.1771,-18.723898],[-53.177133,-18.724009999999996],[-53.1771,-18.724112000000005],[-53.176939,-18.724457],[-53.176838,-18.724721],[-53.175518,-18.728354000000003],[-53.175470000000004,-18.728532000000005],[-53.17548600000001,-18.728632999999995],[-53.175588,-18.728831000000003],[-53.175647,-18.728903],[-53.175754000000005,-18.728979],[-53.17585600000001,-18.729024],[-53.17606,-18.72908],[-53.176677,-18.729222999999998],[-53.176854,-18.729294],[-53.176939,-18.729375]]]}"
20260315T133841_20260315T134725_T21KZV_5,103.15,F1,3,SAN JORGE,51,2026-03-15,"{""type"":""Polygon"",""coordinates"":[[[-53.17894,-18.698763],[-53.179026,-18.698768],[-53.179241000000005,-18.698930999999998],[-53.180142000000004,-18.699505],[-53.18144600000001,-18.700369],[-53.18327,-18.701517000000003],[-53.18534600000001,-18.702879000000003],[-53.186375,-18.703524],[-53.187352,-18.704168999999997],[-53.18769,-18.704357],[-53.18776,-18.704423999999996],[-53.187808,-18.704566000000003],[-53.187792,-18.704673000000003],[-53.187561,-18.705231],[-53.18732,-18.705648],[-53.187148,-18.70598899999999],[-53.18693300000001,-18.706334],[-53.186708,-18.706781],[-53.18646100000001,-18.707182999999997],[-53.185641,-18.708692],[-53.178129999999996,-18.708691999999996],[-53.175738,-18.707273999999998],[-53.17572700000001,-18.707127],[-53.175695,-18.707056],[-53.17570599999999,-18.706989],[-53.178886999999996,-18.698849],[-53.17891899999999,-18.698778],[-53.17894,-18.698763]]]}"
20260315T133841_20260315T134725_T21KZV_6,146.87,C3,3,SAN JORGE,23,2026-03-15,"{""type"":""Polygon"",""coordinates"":[[[-53.17566800000001,-18.707329999999995],[-53.175743,-18.707325000000004],[-53.175936,-18.707426000000005],[-53.178077,-18.708691999999996],[-53.174896,-18.708691999999996],[-53.175513,-18.707552999999997],[-53.17562,-18.707371],[-53.17566800000001,-18.707329999999995]]]}"
20260315T133841_20260315T134725_T21KZV_7,89.58,E3,3,SAN JORGE,33,2026-03-15,"{""type"":""Polygon"",""coordinates"":[[[-53.175121,-18.706816999999997],[-53.173828,-18.706004],[-53.173828,-18.695435],[-53.17548,-18.696487000000005],[-53.175786,-18.6967],[-53.177497,-18.697813],[-53.178812,-18.698641],[-53.178892000000005,-18.698722],[-53.178881,-18.698814000000002],[-53.177143,-18.703199],[-53.176897000000004,-18.703865],[-53.175711,-18.706888],[-53.175641000000006,-18.707],[-53.175549999999994,-18.707070999999996],[-53.175507,-18.707081],[-53.175121,-18.706816999999997]]]}"
20260315T133841_20260315T134725_T21KZV_8,135.76,A4,3,SAN JORGE,4,2026-03-15,"{""type"":""Polygon"",""coordinates"":[[[-53.175486,-18.707508],[-53.174837,-18.708692],[-53.173828,-18.708692],[-53.173828,-18.706044],[-53.17529300000001,-18.706968999999997],[-53.175437,-18.707101],[-53.175496,-18.707203],[-53.175523,-18.70736],[-53.175486,-18.707508]]]}"
20260315T133841_20260315T134725_T21KZV_9,168.27,B3,3,SAN JORGE,13,2026-03-15,"{""type"":""Polygon"",""coordinates"":[[[-53.15470400000001,-18.754389000000003],[-53.153862000000004,-18.750310000000002],[-53.16270200000001,-18.750310000000002],[-53.163335,-18.753576],[-53.163711,-18.7554],[-53.16371600000001,-18.755542],[-53.163668,-18.755603],[-53.163593,-18.755628],[-53.163275999999996,-18.755613],[-53.1623,-18.755628],[-53.155096,-18.755516000000004],[-53.155026,-18.755505999999997],[-53.154967,-18.755471],[-53.154924,-18.755389],[-53.15470400000001,-18.754389000000003]]]}"
20260315T133841_20260315T134725_T21KZV_10,100.86,E4,3,SAN JORGE,34,2026-03-15,"{""type"":""Polygon"",""coordinates"":[[[-53.163072,-18.752067000000004],[-53.162718000000005,-18.750310000000002],[-53.171752,-18.750310000000002],[-53.17170900000001,-18.751675999999996],[-53.17171499999999,-18.752225],[-53.171677,-18.753068],[-53.171623000000004,-18.75542],[-53.17165,-18.755709],[-53.17160200000001,-18.755755],[-53.171532,-18.755760000000002],[-53.171473,-18.75574],[-53.170159,-18.755740000000003],[-53.16819000000001,-18.755715],[-53.16765900000001,-18.755694],[-53.164843,-18.755654],[-53.16446700000001,-18.755632999999996],[-53.163786,-18.755643],[-53.163266,-18.753165000000003],[-53.163148,-18.752554999999997],[-53.163072,-18.752067000000004]]]}"
20260315T133841_20260315T134725_T21KZV_11,76.82,D1,3,SAN JORGE,41,2026-03-15,"{""type"":""Polygon"",""coordinates"":[[[-53.17116699999999,-18.729502000000004],[-53.173828,-18.729502000000004],[-53.173828,-18.730853],[-53.173656,-18.730792],[-53.17315800000001,-18.73067],[-53.173055999999995,-18.730675999999995],[-53.172954,-18.730725999999997],[-53.172916,-18.730813],[-53.17304000000001,-18.731214000000005],[-53.17308800000001,-18.731504],[-53.173431,-18.734506],[-53.173673,-18.736802],[-53.173828,-18.738127999999996],[-53.173828,-18.738931],[-53.172605,-18.739158999999997],[-53.172417,-18.739226],[-53.172353,-18.7392],[-53.172326,-18.739139],[-53.172363999999995,-18.738855],[-53.17235800000001,-18.738687000000002],[-53.171462,-18.731798],[-53.171339,-18.73094],[-53.17116699999999,-18.729502000000004]]]}"
20260315T133841_20260315T134725_T21KZV_12,199.45,C2,3,SAN JORGE,22,2026-03-15,"{""type"":""Polygon"",""coordinates"":[[[-53.15858800000001,-18.729502000000004],[-53.171124,-18.729502],[-53.172321000000004,-18.738636000000003],[-53.17232599999999,-18.738895000000003],[-53.17227799999999,-18.739012],[-53.172149,-18.739098],[-53.171843,-18.739119],[-53.16974600000001,-18.739119000000002],[-53.161120000000004,-18.739246],[-53.160675000000005,-18.739241],[-53.160582999999995,-18.73922],[-53.16053000000001,-18.739154000000003],[-53.160358,-18.738423],[-53.15858800000001,-18.729502000000004]]]}"
20260315T133841_20260315T134725_T21KZV_13,89.42,D2,3,SAN JORGE,42,2026-03-15,"{""type"":""MultiPolygon"",""coordinates"":[[[[-53.172251,-18.739124000000004],[-53.17230500000001,-18.739154000000003],[-53.172337,-18.739225999999995],[-53.172508,-18.740459999999995],[-53.172718,-18.742157],[-53.172798,-18.742594],[-53.172771,-18.742858000000002],[-53.17275500000001,-18.742908],[-53.17266899999999,-18.743015],[-53.17238,-18.7433],[-53.171967,-18.743594],[-53.170556,-18.744438],[-53.169858,-18.744808],[-53.167933000000005,-18.745702],[-53.167879,-18.745733],[-53.167825,-18.745794],[-53.167326,-18.745794],[-53.167166,-18.745768],[-53.16707999999999,-18.745774],[-53.167031,-18.745814000000003],[-53.167005,-18.74589],[-53.166940000000004,-18.745915999999998],[-53.16658600000001,-18.745864999999995],[-53.16210699999999,-18.745835000000003],[-53.16195100000001,-18.745799],[-53.161844,-18.745713000000002],[-53.161796,-18.745641000000003],[-53.161747,-18.745499],[-53.161265,-18.743091],[-53.160524,-18.739276000000004],[-53.16728400000001,-18.739175],[-53.172251,-18.739124000000004]]],[[[-53.172830000000005,-18.74271],[-53.17287900000001,-18.742878],[-53.172948,-18.743512999999997],[-53.173249,-18.745682],[-53.17323799999999,-18.745738],[-53.1732,-18.745774],[-53.17314699999999,-18.745784],[-53.17246,-18.745748],[-53.172122,-18.745779],[-53.171865,-18.745774],[-53.17165,-18.745742999999997],[-53.170545,-18.745748],[-53.170293,-18.745722999999998],[-53.169392,-18.745768],[-53.169161,-18.745753000000004],[-53.16868399999999,-18.745758],[-53.168319,-18.745733],[-53.16789,-18.745789],[-53.167906,-18.745758],[-53.168051,-18.745681999999995],[-53.168866,-18.745321],[-53.169875,-18.744848999999995],[-53.170427,-18.744559],[-53.171993,-18.743645],[-53.172251,-18.743477000000002],[-53.172487,-18.743279],[-53.172686,-18.743086],[-53.17281400000001,-18.742924],[-53.172830000000005,-18.742873],[-53.172830000000005,-18.74271]]]]}"
20260315T133841_20260315T134725_T21KZV_14,175.12,B2,3,SAN JORGE,12,2026-03-15,"{""type"":""Polygon"",""coordinates"":[[[-53.152928,-18.739358],[-53.151855,-18.739358000000003],[-53.15185499999999,-18.729502000000004],[-53.15855,-18.729502000000004],[-53.159386999999995,-18.733769],[-53.160353,-18.738601],[-53.160465,-18.739104],[-53.160470999999994,-18.739144],[-53.16045499999999,-18.739195],[-53.160406,-18.739231],[-53.160304,-18.739251],[-53.156276,-18.739297],[-53.152928,-18.739358]]]}"
20260315T133841_20260315T134725_T21KZV_15,168.27,B3,3,SAN JORGE,13,2026-03-15,"{""type"":""Polygon"",""coordinates"":[[[-53.160508,-18.739286],[-53.16082500000001,-18.740865999999997],[-53.161297000000005,-18.743381],[-53.16270200000001,-18.750310000000002],[-53.153862000000004,-18.750310000000002],[-53.152692,-18.744859000000005],[-53.15244,-18.743594],[-53.15185499999999,-18.740846000000005],[-53.151855,-18.739378000000002],[-53.160508,-18.739286]]]}"
20260315T133841_20260315T134725_T21KZV_16,100.86,E4,3,SAN JORGE,34,2026-03-15,"{""type"":""Polygon"",""coordinates"":[[[-53.161898,-18.745869999999996],[-53.162509,-18.74586],[-53.164564,-18.74589],[-53.166624,-18.745894999999997],[-53.167320999999994,-18.746007],[-53.16752499999999,-18.746012],[-53.167782,-18.745992000000005],[-53.168244,-18.746028],[-53.169129,-18.746048],[-53.169777999999994,-18.746098999999997],[-53.170143,-18.746160000000003],[-53.17072700000001,-18.746287],[-53.17173100000001,-18.746413999999998],[-53.17179000000001,-18.746464],[-53.171806000000004,-18.7465],[-53.171822,-18.746779],[-53.171752,-18.750310000000002],[-53.162718000000005,-18.750310000000002],[-53.161844,-18.745956],[-53.16186,-18.745895],[-53.161898,-18.745869999999996]]]}"
20260315T133841_20260315T134725_T21KZV_17,146.87,C3,3,SAN JORGE,23,2026-03-15,"{""type"":""Polygon"",""coordinates"":[[[-53.173227,-18.711715],[-53.173828,-18.710612000000005],[-53.173828,-18.721886],[-53.172073999999995,-18.720855000000004],[-53.169569,-18.719321000000004],[-53.169156,-18.719087000000002],[-53.16973,-18.71803],[-53.17035200000001,-18.716942999999997],[-53.172916,-18.712253],[-53.173227,-18.711715]]]}"
20260315T133841_20260315T134725_T21KZV_18,135.76,A4,3,SAN JORGE,4,2026-03-15,"{""type"":""Polygon"",""coordinates"":[[[-53.165834999999994,-18.709240000000005],[-53.164875,-18.708691999999996],[-53.173828,-18.708692],[-53.173828,-18.710506],[-53.172417,-18.713050999999997],[-53.17184900000001,-18.712599],[-53.171425,-18.712294],[-53.17113,-18.712086000000003],[-53.17052400000001,-18.711694000000005],[-53.16973,-18.711268],[-53.168952000000004,-18.710876],[-53.168705,-18.710826],[-53.168566,-18.710765000000002],[-53.168035,-18.710479999999997],[-53.167176,-18.709976999999995],[-53.165834999999994,-18.709240000000005]]]}"
20260315T133841_20260315T134725_T21KZV_19,121.19,A1,3,SAN JORGE,1,2026-03-15,"{""type"":""MultiPolygon"",""coordinates"":[[[[-53.168988999999996,-18.711044],[-53.16913999999999,-18.711044],[-53.169242,-18.71107],[-53.169692,-18.711287999999996],[-53.170454,-18.711694],[-53.171355000000005,-18.712289],[-53.172128,-18.712863],[-53.172321000000004,-18.713046000000002],[-53.172342,-18.713092],[-53.172342,-18.713188],[-53.171087,-18.71548],[-53.171049,-18.715520000000005],[-53.170964000000005,-18.71551],[-53.17039,-18.715149000000004],[-53.170331,-18.715129],[-53.17028799999999,-18.71516],[-53.170046000000006,-18.71552],[-53.16995,-18.715627],[-53.169821,-18.715698],[-53.16968700000001,-18.715729],[-53.16959,-18.715688],[-53.169134,-18.715403],[-53.168448000000005,-18.715007],[-53.168335000000006,-18.714961],[-53.16829700000001,-18.714961],[-53.168195,-18.715021999999998],[-53.168136,-18.715094],[-53.16760000000001,-18.716003],[-53.167611,-18.716059],[-53.16776599999999,-18.716176],[-53.16778800000001,-18.716201],[-53.16778800000001,-18.716237],[-53.167503,-18.71677],[-53.167536,-18.716816],[-53.167933000000005,-18.717014],[-53.16795900000001,-18.71708],[-53.167863,-18.717299],[-53.167782,-18.717431000000005],[-53.16775,-18.717441],[-53.167632,-18.717425999999996],[-53.167595,-18.717446],[-53.167477,-18.717598000000002],[-53.167369,-18.717807000000004],[-53.167332,-18.717842],[-53.167203,-18.717831999999998],[-53.16711200000001,-18.717903],[-53.167064,-18.717907999999998],[-53.16522400000001,-18.716816],[-53.165208,-18.716749999999998],[-53.165213,-18.716679],[-53.168839,-18.71113],[-53.168866,-18.711105],[-53.168988999999996,-18.711044]]],[[[-53.15609299999999,-18.708691999999996],[-53.164805,-18.708692],[-53.168598,-18.710831],[-53.168743,-18.710953],[-53.16877999999999,-18.711094999999997],[-53.168437,-18.711678999999997],[-53.165701,-18.71582],[-53.165197000000006,-18.716607999999997],[-53.165122,-18.716704],[-53.165079,-18.71673],[-53.163517999999996,-18.715815],[-53.159789,-18.713579],[-53.158566,-18.712868],[-53.155589,-18.711094999999997],[-53.155213999999994,-18.710856],[-53.155165,-18.71078],[-53.155171,-18.710658],[-53.15609299999999,-18.708691999999996]]]]}"
20260315T133841_20260315T134725_T21KZV_20,76.82,D1,3,SAN JORGE,41,2026-03-15,"{""type"":""Polygon"",""coordinates"":[[[-53.169852999999996,-18.719630999999996],[-53.169858,-18.719559000000004],[-53.17279799999999,-18.721343],[-53.173828,-18.721932],[-53.173828,-18.729502000000004],[-53.17116699999999,-18.729502000000004],[-53.170449,-18.724142],[-53.16991699999999,-18.719976],[-53.169885,-18.719742],[-53.169852999999996,-18.719630999999996]]]}"
20260315T133841_20260315T134725_T21KZV_21,154.79,C1,3,SAN JORGE,21,2026-03-15,"{""type"":""Polygon"",""coordinates"":[[[-53.155053,-18.710876],[-53.155165,-18.710902000000004],[-53.15960700000001,-18.713564],[-53.163131,-18.715641999999995],[-53.164923,-18.71673],[-53.166323,-18.717537],[-53.167053,-18.717984],[-53.167546,-18.718244],[-53.168415,-18.718762],[-53.16885499999999,-18.71898],[-53.169494,-18.719336000000002],[-53.169783,-18.719524],[-53.169858,-18.719849],[-53.170341,-18.723644],[-53.170717,-18.726403000000005],[-53.170706,-18.72656],[-53.170652,-18.726601],[-53.170604,-18.726606],[-53.17040600000001,-18.726571],[-53.157841999999995,-18.724009999999996],[-53.157515,-18.723929],[-53.15745600000001,-18.723863],[-53.156442,-18.718700999999996],[-53.155058,-18.711776],[-53.15494,-18.711246999999997],[-53.154929,-18.711090000000002],[-53.154956,-18.710968],[-53.155004,-18.710902000000004],[-53.155053,-18.710876]]]}"
20260315T133841_20260315T134725_T21KZV_22,90.49,A2,3,SAN JORGE,2,2026-03-15,"{""type"":""Polygon"",""coordinates"":[[[-53.151855,-18.708808],[-53.15185499999999,-18.708692],[-53.156034,-18.708692000000003],[-53.155423,-18.710008],[-53.15509,-18.710699],[-53.155053,-18.710744000000002],[-53.153712000000006,-18.709921],[-53.151855,-18.708808]]]}"
